CATALOGUENUMBER;SPECIESSUMMARY;SAMPLING;TypeOfSample;NESTCOLLECTION;BDM;PLOT;COMMUNEEXTRACT;NUMBERWORKERS;X;Y;ALTITUDE;HABITAT;NUMBERQUEENS;NUMBERMALES;NUMBERLARVAE;NUMBERCOCOONS;IDENTIFIER;GENUSID;SPECISID;DATEIDENTIFICATION;CONFIRMEDID;SPECIESIDFINAL;COMMENTS;slope25;topo;south;gt_ch_100;LU18_46cl;LC18_27cl;SampleDate;SoilTemp;SoilTempAnomaly;TypeOfOpen;mixedForest;Grass;Forb;Shrub;Bare;Litter;Moss;bio1_tmean_8110;bio2_dr_8110;bio1_tmean_8110_8111;bio2_dr_8110_8111;bio5_tmaxw_8110;bio6_tminc_8110;bio7_tar_8110;bio8_twetq_8110;bio9_tdryq_8110;bio10_twarmq_8110;bio11_tcoldq_8110;bio12_p_8110;bio13_pwet_8110;bio14_pdry_8110;bio15_ps_8110;bio16_pwetq_8110;bio17_pdryq_8110;bio18_pwarmq_8110;bio19_pcoldq_8110
6315;Lasi_nige;public;NA;non;NA;NA;Lausanne;10;536616;153448;498;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6326;Lasi_nige;public;NA;non;NA;NA;Gland;5;510411;140930;406;transport;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6333;Lasi_nige;public;NA;oui;NA;NA;Dully;6;511864;142928;403;Autre;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6337;Lasi_nige;public;NA;non;NA;NA;Montricher;7;519941;160430;672;Autre;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6345;Lasi_nige;public;NA;oui;NA;NA;Jouxtens-Mézery;11;535321;156148;524;ZoneConstruite;NA;NA;NA;1;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6346;Lasi_nige;public;NA;oui;NA;NA;Jouxtens-Mézery;10;535321;156148;524;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6353;Lasi_nige;public;NA;oui;NA;NA;Jouxtens-Mézery;19;535069;156153;514;transport;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6385;Lasi_nige;public;NA;oui;NA;NA;Château-d'Oex;9;577579;141350;1140;ZoneConstruite;2;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;reines ailées;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6400;Lasi_nige;public;NA;non;NA;NA;Gland;6;510349;140283;403;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6462;Lasi_nige;public;NA;oui;NA;NA;Apples;5;521493;155703;654;Autre;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6495;Lasi_nige;public;NA;oui;NA;NA;Lausanne;10;538591;153427;594;CulturePerm;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6501;Lasi_nige;public;NA;oui;NA;NA;Chavannes-près-Renens;10;533365;153205;395;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6502;Lasi_nige;public;NA;non;NA;NA;Crassier;1;502009;136848;478;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6538;Lasi_nige;public;NA;non;NA;NA;Sullens;8;533141;160320;594;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6539;Lasi_nige;public;NA;oui;NA;NA;Lausanne;8;542022;154766;765;Autre;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6540;Lasi_nige;public;NA;oui;NA;NA;Lausanne;9;541957;154674;756;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6560;Lasi_nige;public;NA;oui;NA;NA;Aigle;2;563803;129483;412;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6574;Lasi_nige;public;NA;oui;NA;NA;Lausanne;11;541957;154674;756;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6600;Lasi_nige;public;NA;non;NA;NA;Lausanne;4;538146;151098;392;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6608;Lasi_nige;public;NA;non;NA;NA;Lausanne;5;537352;157862;684;transport;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6617;Lasi_nige;public;NA;oui;NA;NA;Sullens;2;533250;160404;598;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6624;Lasi_nige;public;NA;non;NA;NA;Lignerolle;10;525120;177038;767;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6625;Lasi_nige;public;NA;non;NA;NA;Puidoux;7;547903;149864;709;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6634;Lasi_nige;public;NA;oui;NA;NA;Lonay;10;529781;153659;433;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6661;Lasi_nige;public;NA;non;NA;NA;Chavannes-près-Renens;14;533458;153258;396;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6666;Lasi_nige;public;NA;non;NA;NA;Chardonne;23;552099;149906;1035;Autre;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6690;Lasi_nige;public;NA;non;NA;NA;Lausanne;6;538073;151196;404;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6716;Lasi_nige;public;NA;oui;NA;NA;Sullens;3;533246;160403;598;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6731;Lasi_nige;public;NA;oui;NA;NA;Yens;8;521921;152889;579;lisiere;NA;NA;4;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6736;Lasi_nige;public;NA;oui;NA;NA;Chardonne;40;553693;148941;812;ForetMixe;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6741;Lasi_nige;public;NA;oui;NA;NA;Daillens;5;531532;163411;483;Autre;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6743;Lasi_nige;public;NA;oui;NA;NA;Crassier;9;502009;136848;478;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6752;Lasi_nige;public;NA;oui;NA;NA;Lausanne;10;539436;151676;448;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6759;Lasi_nige;public;NA;oui;NA;NA;Lausanne;7;541957;154674;756;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6788;Lasi_nige;public;NA;oui;NA;NA;Lausanne;9;539163;153461;607;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6818;Lasi_nige;public;NA;oui;NA;NA;Sullens;2;533249;160404;598;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6820;Lasi_nige;public;NA;oui;NA;NA;Chavannes-près-Renens;11;533530;153218;395;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6827;Lasi_nige;public;NA;oui;NA;NA;Sullens;7;533237;160438;597;transport;NA;NA;NA;1;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6840;Lasi_nige;public;NA;oui;NA;NA;Chavannes-près-Renens;9;533384;153266;397;transport;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6855;Lasi_nige;public;NA;non;NA;NA;Puidoux;7;548717;150258;632;Autre;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6864;Lasi_nige;public;NA;non;NA;NA;La Tour-de-Peilz;1;556797;144050;373;NA;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6872;Lasi_nige;public;NA;non;NA;NA;Prangins;10;508823;139105;410;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6877;Lasi_nige;public;NA;non;NA;NA;Lausanne;1;538148;151114;396;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6880;Lasi_nige;public;NA;non;NA;NA;Vaulion;5;519624;171145;940;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6903;Lasi_nige;public;NA;oui;NA;NA;Chavannes-près-Renens;12;533365;153113;394;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6920;Lasi_nige;public;NA;oui;NA;NA;Vaulion;7;518666;170939;1070;Autre;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6934;Lasi_nige;public;NA;oui;NA;NA;Lausanne;7;539121;152797;575;lisiere;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6943;Lasi_nige;public;NA;oui;NA;NA;Arnex-sur-Nyon;8;503995;136799;453;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6952;Lasi_nige;public;NA;oui;NA;NA;Aigle;3;563803;129483;412;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6957;Lasi_nige;public;NA;oui;NA;NA;Lausanne;11;538611;151481;425;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6965;Lasi_nige;public;NA;non;NA;NA;Arnex-sur-Nyon;3;504499;136772;450;Autre;NA;NA;NA;NA;Af & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6979;Lasi_nige;public;NA;oui;NA;NA;Sullens;11;533134;160343;593;transport;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6984;Lasi_nige;public;NA;oui;NA;NA;Nyon;10;506524;139207;447;CulturePerm;NA;NA;NA;NA;Af & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7036;Lasi_nige;public;NA;non;NA;NA;Cheseaux-sur-Lausanne;5;534959;159200;575;Autre;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7041;Lasi_nige;public;NA;non;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;hors canton VD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7048;Lasi_nige;public;NA;non;NA;NA;Lausanne;10;536884;154231;580;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7050;Lasi_nige;public;NA;non;NA;NA;Crissier;3;533753;154909;423;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7057;Lasi_nige;public;NA;oui;NA;NA;Bex;17;566373;121424;418;Autre;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7081;Lasi_nige;public;NA;non;NA;NA;Crissier;10;534218;157030;529;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7083;Lasi_nige;public;NA;oui;NA;NA;Coinsins;8;507581;142339;477;Autre;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;avec 1 ouvrière Lasius jaune (éch. 7083B);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7086;Lasi_nige;public;NA;oui;NA;NA;La Rippe;7;500631;138966;559;Autre;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7088;Lasi_nige;public;NA;oui;NA;NA;Lausanne;10;539991;153230;612;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7091;Lasi_nige;public;NA;oui;NA;NA;Coinsins;7;507596;142384;478;transport;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7092;Lasi_nige;public;NA;oui;NA;NA;Epalinges;5;540498;155816;770;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7137;Lasi_nige;public;NA;oui;NA;NA;Savigny;11;545149;153953;803;ZoneConstruite;0;0;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
